features,n_groups,n_feats,min_ev,max_odds,n_bets,win_rate,flat_roi,kelly_roi,bankroll
form_basic+form_adv+elo+standings,4,45,0.05,2.2,251,56.6,7.29,4.74,1047.4
xg+elo+rest+market_ext,4,27,0.05,2.5,483,52.2,7.29,4.06,1040.64
form_adv+elo+standings+rest+market_ext,5,36,0.12,2.2,129,55.8,7.29,5.25,1052.53
form_adv+standings,2,26,0.08,3.0,616,45.9,7.26,5.66,1056.63
xg+elo+standings,3,30,0.2,2.2,74,55.4,7.26,5.9,1059.03
elo+standings+rest+market_ext,4,21,0.12,2.5,260,50.8,7.24,6.68,1066.76
form_adv+xg+elo+standings,4,45,0.03,2.5,544,52.4,7.23,5.54,1055.37
form_adv+standings+rest,3,29,0.2,3.0,323,44.0,7.22,4.81,1048.14
standings,1,11,0.08,2.5,286,51.4,7.22,5.85,1058.46
form_adv+elo+standings+rest,4,34,0.15,3.0,418,45.5,7.22,6.95,1069.55
form_basic+xg+elo+standings+market_ext,5,46,0.1,2.5,371,50.9,7.21,5.79,1057.86
form_adv+xg+elo,3,37,0.1,2.5,325,51.1,7.19,5.53,1055.26
form_adv+standings,2,26,0.12,2.5,280,50.7,7.18,5.92,1059.2
form_adv+elo+market_ext,3,25,0.03,2.5,487,51.5,7.17,9.28,1092.78
form_basic+xg+standings+rest,4,42,0.12,2.5,312,50.6,7.15,4.08,1040.8
form_basic+form_adv+elo+rest,4,40,0.15,2.5,246,50.4,7.14,4.77,1047.69
form_adv+standings+market_ext,3,28,0.2,3.0,334,43.7,7.13,7.92,1079.2
rest+market_ext,2,8,0.2,2.2,67,55.2,7.12,4.26,1042.56
form_adv+elo+standings+rest,4,34,0.1,2.2,166,56.0,7.12,5.28,1052.8
form_basic+elo+standings+rest,4,33,0.05,2.5,420,51.2,7.12,4.78,1047.81
form_adv+elo,2,23,0.08,3.0,599,46.2,7.12,8.96,1089.62
form_adv+xg+elo+rest,4,40,0.03,2.5,522,52.1,7.05,5.42,1054.23
elo+rest+market_ext,3,13,0.1,2.2,155,56.1,7.03,6.41,1064.06
form_basic+form_adv+elo+rest,4,40,0.12,2.5,296,50.7,7.02,4.84,1048.38
form_adv+xg+elo+market_ext,4,39,0.08,2.2,199,57.3,7.02,5.76,1057.61
form_basic+elo+standings,3,30,0.2,2.5,155,49.7,7.02,5.18,1051.85
form_adv+xg+elo+standings,4,45,0.15,2.2,128,56.2,7.02,4.87,1048.73
form_basic+xg+elo+standings+rest+market_ext,6,49,0.15,2.5,255,49.4,6.99,5.57,1055.71
xg+elo+market_ext,3,24,0.12,2.2,165,56.4,6.98,6.62,1066.17
form_basic+form_adv+xg+elo+standings,5,59,0.12,2.5,309,50.5,6.98,5.86,1058.55
xg+elo+standings+rest+market_ext,5,35,0.05,2.5,493,51.3,6.97,6.95,1069.51
form_adv+market_ext,2,20,0.15,2.5,209,49.3,6.97,5.86,1058.58
form_basic+xg+elo+standings+market_ext,5,46,0.2,2.5,175,49.1,6.96,5.63,1056.29
form_adv+elo+standings,3,31,0.08,2.2,177,56.5,6.94,6.51,1065.08
form_adv+standings,2,26,0.1,2.5,317,50.5,6.93,5.8,1058.04
xg+elo+rest,3,25,0.03,2.5,536,51.9,6.93,3.37,1033.67
form_adv+rest+market_ext,3,23,0.15,3.0,457,45.1,6.93,4.87,1048.66
form_adv+standings+market_ext,3,28,0.03,2.5,512,51.8,6.93,7.54,1075.41
form_adv+standings+market_ext,3,28,0.1,3.0,577,45.9,6.9,8.45,1084.49
form_adv+standings+market_ext,3,28,0.1,2.2,161,56.5,6.88,4.95,1049.45
form_adv+elo+market_ext,3,25,0.12,3.0,482,45.2,6.86,5.2,1051.97
elo+standings,2,16,0.05,2.5,395,51.1,6.84,9.82,1098.24
form_adv+standings+rest,3,29,0.12,2.5,280,50.4,6.84,5.51,1055.11
form_basic+form_adv+elo+standings,4,45,0.08,2.2,200,56.0,6.83,4.9,1049.04
form_adv+xg+elo,3,37,0.05,2.5,447,51.7,6.83,5.16,1051.61
form_basic+elo+standings+rest,4,33,0.03,2.5,489,51.3,6.81,4.99,1049.93
xg+rest,2,20,0.1,2.5,375,51.2,6.8,4.64,1046.38
form_basic+elo+standings+market_ext,4,32,0.2,2.2,64,54.7,6.8,4.18,1041.79
form_basic+form_adv+elo+standings+rest,5,48,0.05,2.5,458,51.5,6.77,8.46,1084.62
xg+elo+market_ext,3,24,0.1,2.5,358,51.1,6.76,6.42,1064.17
xg+standings+rest+market_ext,4,30,0.2,2.5,202,50.0,6.75,6.03,1060.33
form_basic+elo+standings+rest+market_ext,5,35,0.08,2.5,400,51.2,6.74,6.11,1061.1
form_adv+elo+standings,3,31,0.03,2.2,253,56.9,6.72,5.51,1055.13
form_basic+xg+standings,3,39,0.2,2.5,181,49.7,6.71,4.82,1048.25
xg+elo+standings+market_ext,4,32,0.2,2.5,196,49.5,6.7,4.91,1049.05
form_basic+form_adv+xg+elo+standings+market_ext,6,61,0.2,2.5,180,49.4,6.7,5.14,1051.35
form_basic+form_adv+xg+elo+standings,5,59,0.2,2.2,74,55.4,6.69,5.04,1050.42
rest+market_ext,2,8,0.12,2.5,262,50.4,6.68,3.78,1037.78
form_adv+elo+standings+rest+market_ext,5,36,0.03,2.5,484,51.2,6.67,10.2,1101.96
form_adv+xg+elo+market_ext,4,39,0.05,2.5,436,51.8,6.66,6.83,1068.33
form_basic+form_adv+elo+standings+market_ext,5,47,0.1,3.0,599,46.2,6.63,4.99,1049.91
form_adv+standings+market_ext,3,28,0.12,2.5,285,50.5,6.59,6.22,1062.15
xg+standings+rest,3,28,0.12,2.5,351,50.7,6.58,4.66,1046.61
form_adv+elo+rest+market_ext,4,28,0.15,3.0,432,45.1,6.58,5.14,1051.4
xg+standings+rest+market_ext,4,30,0.08,2.5,470,51.5,6.57,5.26,1052.55
elo+market_ext,2,10,0.12,2.5,279,50.2,6.56,6.47,1064.65
form_adv+rest+market_ext,3,23,0.12,2.5,292,50.7,6.55,4.6,1046.04
form_adv+standings+rest+market_ext,4,31,0.12,2.5,297,50.5,6.55,5.89,1058.95
form_adv+xg+elo+rest,4,40,0.2,2.5,169,49.7,6.54,5.77,1057.67
form_basic+elo+standings+rest+market_ext,5,35,0.05,2.5,459,51.4,6.52,5.78,1057.8
xg+standings+rest+market_ext,4,30,0.12,2.5,362,50.8,6.51,4.76,1047.62
form_adv+xg+elo+rest,4,40,0.12,2.5,308,50.6,6.51,4.66,1046.55
form_adv+elo,2,23,0.12,3.0,471,45.0,6.5,7.85,1078.46
elo+rest+market_ext,3,13,0.2,3.0,306,44.8,6.5,5.09,1050.92
form_adv+xg+elo+rest+market_ext,5,42,0.05,2.5,492,52.0,6.5,6.51,1065.13
elo+standings+rest,3,19,0.2,3.0,309,44.3,6.49,5.17,1051.69
xg+elo+rest,3,25,0.05,2.5,479,51.4,6.48,2.95,1029.48
rest+market_ext,2,8,0.2,2.5,125,50.4,6.48,3.72,1037.2
form_adv+xg+elo+standings+rest,5,48,0.03,2.5,541,51.6,6.48,7.43,1074.3
form_basic+form_adv+elo+standings+rest+market_ext,6,50,0.03,2.5,519,51.4,6.48,7.49,1074.86
form_basic+form_adv+xg+elo+standings+rest,6,62,0.1,2.5,375,50.7,6.47,6.57,1065.73
form_adv+standings,2,26,0.08,2.5,353,50.4,6.42,5.44,1054.36
elo+rest+market_ext,3,13,0.12,2.2,140,55.7,6.4,5.4,1053.97
form_basic+form_adv+elo+standings+rest+market_ext,6,50,0.08,2.5,392,50.8,6.4,7.42,1074.24
form_basic+form_adv+elo+standings+rest,5,48,0.15,3.0,436,45.6,6.38,6.05,1060.49
form_adv+xg+elo+rest,4,40,0.08,2.5,407,51.1,6.38,5.52,1055.2
form_adv+xg+elo+market_ext,4,39,0.03,2.5,490,52.0,6.35,6.81,1068.1
form_adv+xg+elo+rest+market_ext,5,42,0.1,2.5,372,50.8,6.33,5.1,1051.0
form_adv+xg+elo+standings+rest,5,48,0.05,2.5,503,51.5,6.32,7.59,1075.92
form_adv+elo+standings+rest+market_ext,5,36,0.08,2.2,175,56.0,6.32,4.85,1048.49
form_adv+xg+elo+standings,4,45,0.12,3.0,541,45.8,6.32,7.47,1074.74
form_adv+elo,2,23,0.1,3.0,539,45.5,6.31,8.36,1083.58
xg,1,17,0.05,2.5,542,51.7,6.31,2.82,1028.18
xg+standings+rest,3,28,0.15,2.5,301,50.5,6.3,4.42,1044.24
xg+standings,2,25,0.2,2.5,170,49.4,6.29,4.78,1047.81
form_adv+elo+market_ext,3,25,0.15,3.0,417,44.6,6.28,4.32,1043.23
elo+standings,2,16,0.12,2.5,230,50.0,6.26,7.15,1071.55
form_basic+form_adv+xg+elo+standings+rest,6,62,0.12,2.5,328,50.3,6.24,6.32,1063.23
form_adv+xg+elo+rest+market_ext,5,42,0.2,2.5,178,50.0,6.22,4.81,1048.14
form_adv+xg+elo+rest,4,40,0.05,2.5,475,51.4,6.2,4.65,1046.48
form_adv+elo+standings+market_ext,4,33,0.15,3.0,438,44.5,6.19,6.79,1067.92
form_basic+xg+standings+rest+market_ext,5,44,0.2,2.5,190,49.5,6.17,4.03,1040.31
form_basic+form_adv+elo+standings,4,45,0.12,2.2,144,54.9,6.16,4.69,1046.93
form_basic+form_adv+xg+elo+standings,5,59,0.15,3.0,449,45.4,6.15,5.13,1051.26
form_adv+elo+rest,3,26,0.1,2.2,142,56.3,6.13,4.65,1046.48
form_adv+xg+elo+standings,4,45,0.1,2.5,370,50.8,6.12,5.22,1052.16
form_adv+elo+rest+market_ext,4,28,0.08,2.2,182,56.0,6.11,5.57,1055.67
xg+elo+standings+rest+market_ext,5,35,0.2,3.0,379,44.6,6.1,5.06,1050.61
form_adv+xg+elo,3,37,0.2,2.2,82,56.1,6.1,5.29,1052.85
form_basic+form_adv+xg+elo+standings,5,59,0.08,2.5,407,50.9,6.09,5.64,1056.38
form_adv+elo+standings+rest,4,34,0.08,2.2,189,55.6,6.05,4.83,1048.34
form_basic+form_adv+elo+standings+market_ext,5,47,0.12,3.0,529,45.4,6.04,3.96,1039.6
form_adv+standings+rest+market_ext,4,31,0.15,3.0,455,44.4,6.03,4.62,1046.21
elo+rest+market_ext,3,13,0.08,2.2,190,55.8,6.02,5.24,1052.45
form_basic+xg+standings,3,39,0.15,2.5,264,50.0,6.01,3.8,1038.0
form_basic+form_adv+elo+market_ext,4,39,0.2,2.2,64,54.7,6.0,4.01,1040.09
form_basic+elo+standings+rest+market_ext,5,35,0.1,2.5,357,50.7,6.0,5.29,1052.93
form_adv+standings+market_ext,3,28,0.05,3.0,738,46.5,6.0,8.15,1081.47
form_adv+xg+elo+standings+market_ext,5,47,0.15,3.0,466,45.7,5.97,6.74,1067.4
form_adv+elo+standings+rest+market_ext,5,36,0.1,2.2,146,55.5,5.95,4.76,1047.64
form_basic+form_adv+xg+elo+standings,5,59,0.05,2.5,487,51.3,5.94,6.23,1062.32
xg+elo+standings+market_ext,4,32,0.15,2.5,280,49.3,5.93,3.85,1038.53
form_adv+xg+standings+rest+market_ext,5,45,0.2,2.5,243,49.4,5.92,4.48,1044.84
xg+elo+rest+market_ext,4,27,0.03,2.5,540,51.7,5.92,3.64,1036.35
form_adv+xg+rest,3,35,0.15,2.2,142,57.0,5.9,4.97,1049.66
elo+standings+market_ext,3,18,0.08,2.5,336,50.3,5.9,3.44,1034.39
form_adv+xg+elo+standings+rest,5,48,0.1,2.2,202,55.9,5.89,3.47,1034.66
xg+rest,2,20,0.12,2.5,331,50.8,5.88,3.96,1039.6
form_basic+form_adv+xg+elo,4,51,0.15,2.5,256,50.0,5.87,4.39,1043.95
elo+standings+rest+market_ext,4,21,0.03,2.5,470,50.9,5.87,6.25,1062.5
elo+standings+market_ext,3,18,0.15,2.5,196,49.5,5.86,4.52,1045.16
form_adv+xg+elo+rest,4,40,0.1,3.0,605,46.4,5.86,3.79,1037.88
form_adv+standings+rest+market_ext,4,31,0.08,2.5,381,50.4,5.86,4.68,1046.77
form_basic+form_adv+elo+standings+rest+market_ext,6,50,0.12,2.2,155,55.5,5.83,3.47,1034.74
xg+elo+standings+rest+market_ext,5,35,0.12,3.0,571,45.7,5.78,5.39,1053.85
standings,1,11,0.1,2.5,238,50.0,5.78,3.67,1036.7
standings,1,11,0.12,2.5,191,49.2,5.75,2.04,1020.37
xg+elo+market_ext,3,24,0.05,2.5,479,51.1,5.73,6.31,1063.13
elo+market_ext,2,10,0.15,2.2,120,55.0,5.73,4.71,1047.1
elo+standings+rest+market_ext,4,21,0.2,3.0,307,44.0,5.73,4.47,1044.75
form_adv+standings+rest+market_ext,4,31,0.1,2.5,333,50.2,5.73,4.82,1048.21
xg+rest+market_ext,3,22,0.1,2.5,370,50.5,5.72,1.53,1015.32
form_basic+elo+standings+rest+market_ext,5,35,0.03,2.2,308,55.8,5.72,0.95,1009.51
form_basic+form_adv+elo+standings+rest,5,48,0.12,2.2,161,55.3,5.72,3.78,1037.81
form_adv+market_ext,2,20,0.05,2.5,481,51.1,5.72,4.07,1040.71
xg+elo,2,22,0.1,2.2,199,55.8,5.71,4.55,1045.55
xg+elo+standings+market_ext,4,32,0.12,2.5,330,49.7,5.7,3.68,1036.81
form_basic+form_adv+standings+rest,4,43,0.2,2.5,180,48.9,5.7,3.88,1038.81
form_adv+xg+elo+standings+market_ext,5,47,0.12,2.2,169,56.2,5.7,3.68,1036.79
form_adv+elo+standings+market_ext,4,33,0.1,3.0,557,45.4,5.7,7.38,1073.77
form_adv,1,18,0.05,3.0,772,46.2,5.68,3.25,1032.47
form_adv+elo+market_ext,3,25,0.05,2.2,235,55.7,5.68,7.0,1070.05
form_adv,1,18,0.2,2.5,130,47.7,5.66,3.71,1037.13
form_adv+xg+elo+standings+rest+market_ext,6,50,0.1,2.5,383,50.7,5.66,5.2,1052.03
xg+elo,2,22,0.03,2.5,525,51.4,5.64,3.88,1038.84
xg+elo+market_ext,3,24,0.15,2.5,259,50.6,5.62,5.52,1055.24
form_basic+form_adv+xg+elo,4,51,0.2,2.5,174,48.9,5.6,4.2,1042.0
form_adv+market_ext,2,20,0.12,2.5,282,49.3,5.6,4.62,1046.18
xg+elo+standings+rest,4,33,0.15,3.0,469,45.4,5.59,4.74,1047.36
form_basic+xg+elo+standings+market_ext,5,46,0.08,3.0,684,46.3,5.59,2.87,1028.73
xg+rest+market_ext,3,22,0.05,2.5,513,51.3,5.59,2.47,1024.72
xg+elo+standings+rest+market_ext,5,35,0.15,3.0,499,45.3,5.57,5.4,1053.98
form_adv+xg+elo+standings,4,45,0.08,3.0,675,46.2,5.55,6.01,1060.07
form_adv+xg+elo+standings,4,45,0.08,2.5,418,50.7,5.54,4.63,1046.26
form_basic+xg+elo+rest+market_ext,5,41,0.1,2.5,349,50.1,5.53,1.11,1011.14
form_basic+form_adv+xg+elo+standings,5,59,0.1,2.5,354,50.3,5.53,4.98,1049.85
form_adv+xg+standings,3,40,0.15,3.0,499,45.1,5.52,5.55,1055.49
standings+rest,2,14,0.12,2.5,240,50.4,5.49,4.71,1047.1
form_adv+xg+elo,3,37,0.08,2.5,370,50.8,5.49,4.68,1046.84
form_adv+elo+standings,3,31,0.12,3.0,483,44.9,5.46,4.89,1048.85
xg+standings+market_ext,3,27,0.03,2.5,605,51.7,5.45,0.74,1007.4
form_adv+elo+rest,3,26,0.05,2.2,235,56.6,5.43,5.0,1050.0
form_basic+form_adv+elo,3,37,0.2,2.2,59,54.2,5.43,3.62,1036.16
form_adv+elo+standings+rest+market_ext,5,36,0.12,3.0,497,44.9,5.43,6.51,1065.08
form_basic+xg+market_ext,3,33,0.08,2.5,423,51.1,5.42,1.99,1019.93
form_adv+market_ext,2,20,0.03,2.5,549,51.4,5.4,4.12,1041.17
xg+elo+rest+market_ext,4,27,0.2,2.2,94,55.3,5.39,3.75,1037.53
form_basic+xg+elo+standings+market_ext,5,46,0.15,3.0,469,44.8,5.39,3.01,1030.14
form_adv+xg+elo+rest,4,40,0.12,3.0,529,45.6,5.39,2.16,1021.58
elo+standings+rest+market_ext,4,21,0.15,2.5,201,49.3,5.38,4.31,1043.09
form_adv+elo+standings+market_ext,4,33,0.08,3.0,606,45.5,5.38,7.23,1072.28
form_adv+elo+rest,3,26,0.08,3.0,594,46.1,5.37,3.96,1039.58
elo,1,8,0.1,2.5,338,50.3,5.36,5.99,1059.89
form_basic+form_adv+elo+standings+market_ext,5,47,0.08,3.0,671,46.2,5.36,5.39,1053.92
xg+elo+market_ext,3,24,0.15,2.2,137,55.5,5.35,4.96,1049.57
form_adv+standings,2,26,0.05,2.5,418,50.5,5.35,5.45,1054.45
form_adv+elo+rest+market_ext,4,28,0.1,3.0,571,45.2,5.35,4.99,1049.95
form_adv+elo+rest,3,26,0.12,2.2,114,55.3,5.35,3.29,1032.88
form_adv+xg+elo+standings+market_ext,5,47,0.1,2.2,207,56.0,5.34,3.47,1034.66
form_basic+form_adv+elo+standings+market_ext,5,47,0.15,3.0,464,44.6,5.34,3.9,1039.01
elo+rest,2,11,0.08,2.5,393,50.6,5.34,7.22,1072.21
form_basic+form_adv+elo,3,37,0.12,2.5,266,49.6,5.34,4.84,1048.38
form_basic+elo+market_ext,3,24,0.12,2.2,146,54.8,5.33,2.96,1029.59
xg+elo+standings+rest,4,33,0.12,3.0,549,45.9,5.33,5.0,1049.96
elo,1,8,0.05,2.5,461,50.8,5.33,6.59,1065.94
form_adv+elo+standings+rest,4,34,0.12,3.0,498,45.2,5.32,5.43,1054.33
form_adv+rest+market_ext,3,23,0.12,3.0,533,45.0,5.31,3.83,1038.34
xg+elo+standings,3,30,0.15,3.0,491,45.2,5.3,5.01,1050.05
elo+standings+rest,3,19,0.08,2.5,345,50.1,5.3,5.61,1056.1
xg+elo,2,22,0.12,2.5,326,50.6,5.28,3.85,1038.51
form_basic+form_adv+elo+standings,4,45,0.03,2.2,306,55.9,5.27,4.3,1043.02
form_basic+xg+elo+standings+rest+market_ext,6,49,0.1,2.5,354,49.7,5.25,5.03,1050.29
form_adv+xg+elo+standings+market_ext,5,47,0.1,3.0,628,46.2,5.23,5.82,1058.23
form_adv+xg+elo+market_ext,4,39,0.1,2.2,166,56.0,5.22,3.79,1037.93
form_basic+xg+elo+standings+rest+market_ext,6,49,0.05,2.5,482,50.4,5.21,5.26,1052.64
form_adv+elo+rest,3,26,0.03,2.2,282,56.4,5.21,4.92,1049.16
form_adv,1,18,0.05,2.5,469,50.7,5.21,3.84,1038.45
form_adv+xg+elo+standings,4,45,0.05,2.5,484,51.0,5.21,4.59,1045.95
form_adv+elo+market_ext,3,25,0.2,3.0,302,43.0,5.2,2.64,1026.43
form_adv+xg+elo+standings+rest+market_ext,6,50,0.12,2.5,338,50.0,5.2,4.65,1046.55
form_adv+elo+rest+market_ext,4,28,0.05,2.5,448,50.7,5.2,7.81,1078.1
form_adv+elo+rest,3,26,0.1,3.0,524,45.4,5.19,3.06,1030.64
form_basic+form_adv+xg+elo+standings+market_ext,6,61,0.15,2.5,264,49.2,5.18,3.28,1032.82
standings+rest,2,14,0.1,2.5,293,50.5,5.18,4.65,1046.53
form_adv+xg+rest,3,35,0.15,2.5,266,51.1,5.15,3.73,1037.32
xg+rest+market_ext,3,22,0.03,2.5,566,51.4,5.14,2.4,1023.96
form_basic+form_adv+elo+standings+market_ext,5,47,0.08,2.2,228,55.3,5.11,2.54,1025.39
standings+rest+market_ext,3,16,0.08,2.5,321,50.2,5.11,2.13,1021.32
form_basic+form_adv+elo+standings+rest+market_ext,6,50,0.12,3.0,542,45.4,5.1,3.56,1035.59
form_basic+form_adv+elo+rest,4,40,0.08,2.5,377,50.4,5.1,3.79,1037.9
form_adv+elo+standings+market_ext,4,33,0.03,3.0,777,46.3,5.1,6.91,1069.05
form_adv+rest+market_ext,3,23,0.15,2.2,108,55.6,5.1,2.93,1029.31
form_basic+form_adv+xg+elo,4,51,0.08,2.5,392,51.0,5.09,4.49,1044.93
xg+elo+standings,3,30,0.08,3.0,699,45.9,5.08,5.7,1056.97
form_adv+standings+market_ext,3,28,0.12,2.2,137,55.5,5.07,3.14,1031.42
form_basic+elo+standings+rest+market_ext,5,35,0.2,2.5,165,48.5,5.06,3.37,1033.69
form_adv+xg+elo+standings,4,45,0.1,3.0,614,45.8,5.05,5.95,1059.54
form_adv+xg+elo+market_ext,4,39,0.2,2.5,169,49.7,5.04,4.01,1040.1
form_adv+standings+market_ext,3,28,0.08,3.0,637,45.7,5.04,7.56,1075.59
form_basic+form_adv+xg+elo+standings+market_ext,6,61,0.12,2.5,318,50.0,5.03,3.69,1036.93
form_adv,1,18,0.03,3.0,869,46.5,5.02,3.15,1031.45
xg+rest+market_ext,3,22,0.08,2.5,426,50.5,5.0,1.48,1014.85
xg+elo+rest,3,25,0.12,2.5,312,50.0,5.0,3.22,1032.25
form_basic+xg,2,31,0.08,2.5,404,50.2,5.0,2.76,1027.55
form_adv+elo+standings,3,31,0.05,2.2,215,55.8,4.99,5.39,1053.9
form_adv+rest,2,21,0.12,2.5,293,49.5,4.99,2.62,1026.25
form_adv+rest,2,21,0.2,2.5,159,48.4,4.97,2.46,1024.58
form_adv+xg+elo+standings+market_ext,5,47,0.12,3.0,550,45.8,4.97,5.45,1054.52
xg+elo+rest,3,25,0.12,2.2,166,54.8,4.96,3.81,1038.12
form_basic+form_adv+elo+standings+rest+market_ext,6,50,0.15,3.0,464,44.6,4.95,3.05,1030.52
form_adv+xg+elo+standings,4,45,0.03,3.0,843,47.0,4.94,6.06,1060.55
form_basic+form_adv+xg+elo+standings,5,59,0.15,2.2,120,55.0,4.93,2.88,1028.75
form_adv+xg+elo,3,37,0.15,2.5,231,49.8,4.92,4.53,1045.28
form_adv+market_ext,2,20,0.15,3.0,437,43.2,4.91,1.48,1014.84
xg+elo+standings+rest,4,33,0.03,2.5,536,50.6,4.9,7.61,1076.12
form_adv+xg+standings+rest,4,43,0.15,2.5,307,49.5,4.87,3.97,1039.73
form_basic+form_adv+xg+elo+standings+rest,6,62,0.08,2.5,424,50.2,4.87,5.71,1057.09
form_basic+form_adv+xg+standings+market_ext,5,56,0.12,2.5,321,50.2,4.87,3.55,1035.54
form_adv+xg+rest,3,35,0.15,3.0,460,45.9,4.84,2.9,1029.0
xg+elo+standings,3,30,0.12,3.0,585,45.1,4.83,4.69,1046.91
form_basic+form_adv+elo+standings,4,45,0.12,3.0,517,44.7,4.82,2.95,1029.47
xg+elo+standings+rest,4,33,0.05,2.5,485,50.3,4.82,7.8,1077.99
form_adv+xg+elo+standings+rest+market_ext,6,50,0.03,2.5,571,51.0,4.82,3.88,1038.83
elo+standings+rest,3,19,0.03,2.5,479,50.3,4.81,4.76,1047.61
form_adv+market_ext,2,20,0.12,2.2,120,55.0,4.81,3.32,1033.24
form_adv+elo+rest+market_ext,4,28,0.12,3.0,505,44.8,4.81,4.1,1040.97
form_adv+xg+standings,3,40,0.2,2.2,85,55.3,4.81,3.36,1033.61
form_adv+standings,2,26,0.2,3.0,308,42.9,4.81,2.43,1024.34
form_basic+xg,2,31,0.05,2.5,506,50.8,4.8,3.13,1031.28
xg+standings+rest+market_ext,4,30,0.15,2.5,291,49.5,4.79,2.55,1025.49
form_adv+elo+market_ext,3,25,0.1,3.0,540,44.6,4.79,3.76,1037.64
form_adv+elo+standings,3,31,0.15,3.0,411,44.0,4.78,3.71,1037.1
form_adv,1,18,0.03,2.5,545,51.0,4.78,3.82,1038.18
form_adv+elo+rest,3,26,0.05,3.0,694,46.5,4.78,3.88,1038.85
xg+elo+standings,3,30,0.03,2.5,571,50.8,4.77,9.91,1099.09
form_basic+form_adv+elo+standings,4,45,0.05,3.0,725,46.2,4.77,3.87,1038.7
form_basic+form_adv+elo+standings+market_ext,5,47,0.2,3.0,348,43.7,4.76,3.08,1030.76
form_basic+elo+rest,3,25,0.1,2.2,169,55.0,4.74,2.52,1025.23
form_adv+standings+rest,3,29,0.03,2.5,495,50.5,4.73,3.51,1035.08
xg+elo,2,22,0.15,2.5,274,50.4,4.73,3.98,1039.77
form_basic+form_adv+elo,3,37,0.2,3.0,298,43.3,4.7,3.27,1032.7
form_adv+elo+rest+market_ext,4,28,0.03,2.5,497,50.5,4.7,7.16,1071.61
form_adv+standings+rest+market_ext,4,31,0.05,2.5,449,50.3,4.67,4.48,1044.85
form_adv+standings+rest+market_ext,4,31,0.03,2.5,515,50.5,4.67,4.32,1043.2
form_adv+standings+market_ext,3,28,0.05,2.2,241,56.0,4.66,3.98,1039.84
xg+standings,2,25,0.1,2.5,397,49.9,4.65,0.65,1006.53
form_basic+form_adv+elo+standings,4,45,0.08,3.0,632,45.6,4.65,3.67,1036.66
form_adv,1,18,0.1,2.5,314,49.4,4.64,3.41,1034.11
form_basic+elo+rest,3,25,0.12,2.2,144,54.9,4.63,2.05,1020.5
form_adv+xg+standings+rest,4,43,0.15,3.0,520,45.0,4.62,2.98,1029.75
form_adv+rest,2,21,0.15,2.5,235,48.9,4.62,2.58,1025.8
form_basic+form_adv+elo+standings+rest+market_ext,6,50,0.1,2.2,177,54.8,4.61,2.56,1025.6
form_basic+form_adv+elo+standings+rest+market_ext,6,50,0.05,2.2,262,55.0,4.6,2.02,1020.23
form_basic+form_adv+xg+elo,4,51,0.08,2.2,218,56.0,4.6,2.55,1025.49
xg+elo+rest+market_ext,4,27,0.12,2.5,308,50.3,4.59,2.98,1029.84
form_basic+form_adv+elo+standings,4,45,0.1,3.0,572,44.9,4.59,2.97,1029.68
form_adv+rest,2,21,0.15,3.0,430,44.2,4.56,1.62,1016.17
form_adv+xg+rest,3,35,0.1,2.5,380,51.1,4.55,1.71,1017.11
xg+elo+rest+market_ext,4,27,0.08,2.5,400,50.5,4.52,2.54,1025.42
form_adv,1,18,0.15,2.5,206,48.1,4.51,2.87,1028.71
form_basic+elo+standings+market_ext,4,32,0.15,2.5,228,49.1,4.5,2.46,1024.56
form_basic+xg+elo+standings+rest,5,47,0.2,2.5,180,48.3,4.48,2.78,1027.8
elo+standings+market_ext,3,18,0.2,2.2,56,53.6,4.46,2.47,1024.68
form_basic+form_adv+elo+standings+rest+market_ext,6,50,0.2,3.0,356,43.8,4.45,2.7,1027.04
form_adv+standings+market_ext,3,28,0.15,3.0,440,43.6,4.45,5.05,1050.46
form_adv,1,18,0.1,3.0,575,44.3,4.44,2.22,1022.24
form_basic+xg+elo+standings+rest,5,47,0.08,2.5,408,49.8,4.43,0.81,1008.06
form_basic+xg+elo+standings+rest+market_ext,6,49,0.08,2.5,407,49.9,4.43,5.13,1051.29
form_basic+form_adv+xg+elo+standings+market_ext,6,61,0.15,3.0,469,44.3,4.41,2.6,1025.96
xg+elo+rest+market_ext,4,27,0.15,2.5,260,50.0,4.41,2.82,1028.25
form_basic+form_adv+xg+market_ext,4,48,0.2,2.5,186,48.4,4.39,2.46,1024.6
xg+elo+rest+market_ext,4,27,0.2,2.5,194,49.5,4.38,2.86,1028.61
form_adv+xg+standings+rest+market_ext,5,45,0.15,2.5,327,49.8,4.38,2.86,1028.61
form_adv+xg+elo+standings+market_ext,5,47,0.03,2.5,537,51.0,4.38,5.27,1052.67
form_basic+form_adv+xg+standings,4,54,0.2,2.5,198,48.0,4.38,2.34,1023.43
form_adv,1,18,0.08,3.0,657,44.9,4.35,2.32,1023.21
form_basic+xg+elo+standings+rest+market_ext,6,49,0.03,2.5,535,49.9,4.35,4.74,1047.38
xg+elo+standings+rest+market_ext,5,35,0.03,3.0,856,46.3,4.34,3.12,1031.19
form_basic+form_adv+xg+elo+market_ext,5,53,0.2,2.5,185,49.7,4.34,2.56,1025.56
form_basic+form_adv+elo+rest,4,40,0.1,2.5,337,49.9,4.33,3.37,1033.74
form_basic+form_adv+elo+market_ext,4,39,0.05,2.5,458,50.4,4.33,2.13,1021.33
